Informe de palabras clave de búsqueda
18 de mayo de 2026 - 25 de mayo de 2026
Estado de palabras clave,Palabra clave,Tipo de concordancia,Campaña,Grupo de anuncios,Estado,Motivos del estado,URL final,Código de moneda,CPV prom. de TrueView,CPM prom.,Impr.,Interacciones,Porcentaje de interacción,Costo prom.,Costo,Clics,Porcentaje de conv.,Valor de conv.,Valor de conv./costo,Conversiones,Prom. CPC,Costo/conv.,Valor de conv. original
Habilitado,ofertas paraguay online,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[aire 9000 btu],Concordancia exacta,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado barato,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,"""aire acondicionado 12000 btu oferta""",Concordancia de frase,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,https://inverfin.com.py/collections/climatizacion,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,tienda online paraguay cuotas,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,No apta,publicación limitada; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,split inverter precio,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado promoción,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,ofertas aire acondicionado hoy,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire split barato,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire barato paraguay,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,inverfin aire acondicionado,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,mejor aire acondicionado 2025,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,hotsale celular,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado inverter precio,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado precio,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire inverter barato,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado 9000 btu precio,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado 9000 btu oferta,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado inverter consumo,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,inverfin catalogo,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,precio aire inverter paraguay,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; publicación limitada; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire inverter bajo consumo,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado split oferta,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,inverfin electrodomésticos,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,comprar en cuotas paraguay,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,inverfin,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,Detenida,detenido; campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,hotsale electro,Concordancia amplia,Search - Inverfin - Hotsale Genérica,Genérica Hotsale,No apta,campaña detenida,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,"""heladera no frost barata paraguay""",Concordancia de frase,Search - Inverfin - Hotsale Genérica,Heladeras,No apta,publicación limitada; grupo de anuncios detenido; campaña detenida,https://inverfin.com.py/collections/heladeras-1,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,cocinas a gas 4 hornallas,Concordancia amplia,AI Max - Categorías,Linea blanca,Apta,,,USD,0,25.10,8,1,12.50%,0.20,0.20,1,0.00%,0.00,0.00,0.00,0.20,0.00,0.00
Detenido,oferta inverfin pantallas gigantes en cuotas,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,Televisores 4K en Cuotas,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,televisores 75 pulgadas,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,electrodomesticos en paraguay,Concordancia amplia,AI Max - Categorías,Linea blanca,Apta,,,USD,0,22.60,"6,804",414,6.08%,0.37,153.78,414,0.00%,0.00,0.00,0.00,0.37,0.00,0.00
Detenido,smart tv 65,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,TVs Samsung y LG,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,lavarropas automático oferta,Concordancia amplia,AI Max - Categorías,Linea blanca,Apta,,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,ofertas televisores,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,smart tv en oferta,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,comprar heladera samsung inverter,Concordancia amplia,AI Max - Categorías,Linea blanca,No apta,publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,smart tv oferta,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,smart tv en promo,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,televisores con garantia oficial,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,televisores,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,smart tv 55 pulgadas precio,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,precio smart tv,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,heladeras en oferta,Concordancia amplia,AI Max - Categorías,Linea blanca,Apta,,,USD,0,25.09,"3,313",133,4.01%,0.63,83.14,133,0.00%,0.00,0.00,0.00,0.63,0.00,0.00
Detenido,smart tv,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,hornos eléctricos empotrables,Concordancia amplia,AI Max - Categorías,Linea blanca,Apta,,,USD,0,0.00,2,0,0.00%,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,comprar smart tv,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,ofertas de heladeras en paraguay,Concordancia amplia,AI Max - Categorías,Linea blanca,Apta,,,USD,0,0.00,1,0,0.00%,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,secarropas en oferta,Concordancia amplia,AI Max - Categorías,Linea blanca,Apta,,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,microondas samsung oferta,Concordancia amplia,AI Max - Categorías,Linea blanca,Apta,,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,lavarropas carga frontal cuotas,Concordancia amplia,AI Max - Categorías,Linea blanca,Apta,,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,combos de cocina inverfin,Concordancia amplia,AI Max - Categorías,Linea blanca,No apta,publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,Descuentos en Audio y TV.,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,samsung televisores 4k en cuotas,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,smart tv 55,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,Tu Cine en Casa con Inverfin,Concordancia amplia,AI Max - Categorías,Linea blanca,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,"""heladera no frost barata paraguay""",Concordancia de frase,Search Brand - Inverfin,Heladeras,No apta,publicación limitada; grupo de anuncios detenido,https://inverfin.com.py/collections/heladeras-1,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,[lavarropas ofertas inverfin],Concordancia exacta,Search Brand - Inverfin,Lavarropas,No apta,publicación limitada; grupo de anuncios detenido,https://inverfin.com.py/collections/lavarropas-hotsale-2024,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,comprar smart tv,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,24.51,"1,670",129,7.72%,0.32,40.93,129,0.00%,0.00,0.00,0.00,0.32,0.00,0.00
Habilitado,samsung televisores 4k en cuotas,Concordancia amplia,AI Max - Categorías,Smart TV,No apta,publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,precio smart tv,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,7.14,7,1,14.29%,0.05,0.05,1,0.00%,0.00,0.00,0.00,0.05,0.00,0.00
Habilitado,smart tv en paraguay precios,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,29.47,8,4,50.00%,0.06,0.24,4,0.00%,0.00,0.00,0.00,0.06,0.00,0.00
Habilitado,smart tv en oferta,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,25.81,150,11,7.33%,0.35,3.87,11,0.00%,0.00,0.00,0.00,0.35,0.00,0.00
Habilitado,ofertas tv,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,9.49,39,2,5.13%,0.19,0.37,2,0.00%,0.00,0.00,0.00,0.19,0.00,0.00
Habilitado,ofertas de tv,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,11.86,80,6,7.50%,0.16,0.95,6,0.00%,0.00,0.00,0.00,0.16,0.00,0.00
Habilitado,ofertas televisores,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,32.25,181,14,7.73%,0.42,5.84,14,0.00%,0.00,0.00,0.00,0.42,0.00,0.00
Habilitado,televisores con garantia oficial,Concordancia amplia,AI Max - Categorías,Smart TV,No apta,publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
